psu,reportingYear,entityName,dunsNumber,ueiNumber,ncesNumber,isLea,esser3SeaReserveTotalAwarded,esser3SeaReserveTotalExpendedCurrent,esser3SeaReserveLostTimeAwarded,esser3SeaReserveLostTimeExpendedPrior,esser3SeaReserveLostTimeExpendedCurrent,esser3SeaReserveSummerAwarded,esser3SeaReserveSummerExpendedPrior,esser3SeaReserveSummerExpendedCurrent,esser3SeaReserveAftSchAwarded,esser3SeaReserveAftSchExpendedPrior,esser3SeaReserveAftSchExpendedCurrent,esser3SeaReserveOtherAwarded,esser3SeaReserveOtherExpendedPrior,esser3SeaReserveOtherExpendedCurrent,esser3SeaReserveUsedPhysical,esser3SeaReserveUsedAcademic,esser3SeaReserveUsedMental,esser3SeaReserveUsedOperational,esser3SeaReserveRemaining,esser3SeaReserveRemainingPhysical,esser3SeaReserveRemainingAcademic,esser3SeaReserveRemainingMental,esser3SeaReserveRemainingOperational,esser3SeaReserveRemainingUndetermined,esser3MandatorySubgrantAwarded,esser3MandatoryExpendedPrior,esser3MandatoryExpendedCurrent,total expended,esser3MandPhysicalExpendedTotal,esser3MandPhysicalPersonnelSalaries,esser3MandPhysicalPersonnelBenefits,esser3MandPhysicalTechnical,esser3MandPhysicalPropertyServices,esser3MandPhysicalOtherServices,esser3MandPhysicalSupplies,esser3MandPhysicalProperty,esser3MandPhysicalDebtService,esser3MandPhysicalOtherItems,esser3MandAcademicExpendedTotal,esser3MandAcademicPersonnelSalaries,esser3MandAcademicPersonnelBenefits,esser3MandAcademicTechnical,esser3MandAcademicPropertyServices,esser3MandAcademicOtherServices,esser3MandAcademicSupplies,esser3MandAcademicProperty,esser3MandAcademicDebtService,esser3MandAcademicOtherItems,esser3MandMentalExpendedTotal,esser3MandMentalPersonnelSalaries,esser3MandMentalPersonnelBenefits,esser3MandMentalTechnical,esser3MandMentalPropertyServices,esser3MandMentalOtherServices,esser3MandMentalSupplies,esser3MandMentalProperty,esser3MandMentalDebtService,esser3MandMentalOtherItems,esser3MandOperationalExpendedTotal,esser3MandOperationalPersonnelSalaries,esser3MandOperationalPersonnelBenefits,esser3MandOperationalTechnical,esser3MandOperationalPropertyServices,esser3MandOperationalOtherServices,esser3MandOperationalSupplies,esser3MandOperationalProperty,esser3MandOperationalDebtService,esser3MandOperationalOtherItems,esser3Mand20ExpendedPrior,esser3Mand20ExpendedCurrent,esser3Mand20PhysicalExpendedTotal,esser3Mand20PhysicalPersonnelSalaries,esser3Mand20PhysicalPersonnelBenefits,esser3Mand20PhysicalTechnical,esser3Mand20PhysicalPropertyServices,esser3Mand20PhysicalOtherServices,esser3Mand20PhysicalSupplies,esser3Mand20PhysicalProperty,esser3Mand20PhysicalDebtService,esser3Mand20PhysicalOtherItems,esser3Mand20AcademicExpendedTotal,esser3Mand20AcademicPersonnelSalaries,esser3Mand20AcademicPersonnelBenefits,esser3Mand20AcademicTechnical,esser3Mand20AcademicPropertyServices,esser3Mand20AcademicOtherServices,esser3Mand20AcademicSupplies,esser3Mand20AcademicProperty,esser3Mand20AcademicDebtService,esser3Mand20AcademicOtherItems,esser3Mand20MentalExpendedTotal,esser3Mand20MentalPersonnelSalaries,esser3Mand20MentalPersonnelBenefits,esser3Mand20MentalTechnical,esser3Mand20MentalPropertyServices,esser3Mand20MentalOtherServices,esser3Mand20MentalSupplies,esser3Mand20MentalProperty,esser3Mand20MentalDebtService,esser3Mand20MentalOtherItems,esser3Mand20OperationalExpendedTotal,esser3Mand20OperationalPersonnelSalaries,esser3Mand20OperationalPersonnelBenefits,esser3Mand20OperationalTechnical,esser3Mand20OperationalPropertyServices,esser3Mand20OperationalOtherServices,esser3Mand20OperationalSupplies,esser3Mand20OperationalProperty,esser3Mand20OperationalDebtService,esser3Mand20OperationalOtherItems,esser3MandPhysicalBuilding,esser3MandPhysicalMeals,esser3MandPhysicalCleaning,esser3MandPhysicalTempClassroom,esser3MandPhysicalTempTransportation,esser3MandPhysicalCapacityBuilding,esser3MandPhysicalHealthProtocols,esser3MandAcademicExtendedLearning,esser3MandAcademicTutoring,esser3MandAcademicAddlStaff,esser3MandAcademicScreening,esser3MandAcademicCoordination,esser3MandAcademicEcp,esser3MandAcademicHardware,esser3MandAcademicWifi,esser3MandAcademicCurriculum,esser3MandAcademicCoreStaff,esser3MandAcademicTalent,esser3MandMentalAddlStaff,esser3MandOperationalMcKinney,esser3MandOperationalEsea,esser3MandOperationalIdea,esser3MandOperationalAefla,esser3MandOperationalPerkins,esser3MandOperationalOtherActivities,esser3MandatoryRemaining,esser3MandatoryRemainingPhysical,esser3MandatoryRemainingAcademic,esser3MandatoryRemainingMental,esser3MandatoryRemainingOperational,esser3MandatoryRemainingUndetermined,esser3Mand20Reserve,esser3Mand20ReserveExpendedCurrent,esser3Mand20Summer,esser3Mand20AftSch,esser3Mand20ExtendedTime,esser3Mand20Tutoring,esser3Mand20AddlTeachers,esser3Mand20StaffSocial,esser3Mand20StaffMental,esser3Mand20StaffStudentNeeds,esser3Mand20Screening,esser3Mand20Coordination,esser3Mand20EarlyChildhood,esser3Mand20Curriculum,esser3Mand20Capacity,esser3Mand20Other,suppressedValues,Total LL,Unnamed: 166
60M,2023.0,Corvian Community School,613067240.0,MXDDDUTVSJ45,3700327.0,True,667552.0,41336.0,96344.0,96344.0,0.0,34496.0,0.0,18849.0,29395.0,0.0,22487.0,507317.0,208760.0,0.0,,,,,298557.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
35A,2023.0,Crosscreek Charter,468543400.0,NQ2EUBBG8XU6,3700119.0,True,12824.0,9541.0,0.0,0.0,0.0,0.0,0.0,0.0,12824.0,0.0,9541.0,0.0,0.0,0.0,,,,,0.0,,,,,,399374.0,84008.0,194729.0,278737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7195.0,7195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187534.0,117703.0,55752.0,0.0,14079.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173454.0,0.0,0.0,0.0,14080.0,120637.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
260,2023.0,Cumberland County,400506760.0,HXANAXS47MF4,3700011.0,True,8012514.0,714568.0,3811011.0,3685993.0,34721.0,2133848.0,0.0,497649.0,1158637.0,0.0,134170.0,909018.0,0.0,48028.0,True,True,True,True,860990.0,19.0,70.0,0.0,5.0,6.0,127241239.0,38731917.0,10605279.0,49337196.0,1226841.86,293468.08,78307.38,0.0,827717.27,19114.11,2223.67,6011.35,0.0,0.0,1706974.06,955112.21,284955.17,65364.12,0.0,91.26,160402.99,241048.31,0.0,0.0,565979.59,405506.18,156176.81,0.0,0.0,4296.6,0.0,0.0,0.0,0.0,7105483.48,3280994.83,1019927.13,641742.39,0.0,187076.3,174173.6,44128.85,0.0,1757440.38,0.0,28092624.0,3249816.14,777375.92,207430.62,0.0,2192563.73,50631.89,5890.33,15923.65,0.0,0.0,4521651.94,2530023.79,754825.83,173144.88,0.0,241.74,424896.01,638519.69,0.0,0.0,1499239.41,1074156.82,413701.19,0.0,0.0,11381.4,0.0,0.0,0.0,0.0,18821916.52,8691120.17,2701713.87,1699929.61,0.0,495551.7,461373.4,116894.15,0.0,4655333.62,3209141.0,576853.0,485651.0,0.0,205014.0,0.0,671124.0,505628.0,1052060.0,248929.0,2166433.0,0.0,158045.0,1415922.0,0.0,10152.0,333.0,0.0,2065220.0,0.0,15599805.0,997707.0,0.0,262860.0,9067026.0,49811419.0,4.0,51.0,1.0,35.0,9.0,28092624.0,28092624.01,621607.0,0.0,108777.0,2918614.0,716377.0,3712779.0,551869.0,0.0,2782650.0,6492445.0,3149773.0,2065220.0,3751146.0,1221367.0,,28092624.0,0.220782383296346
270,2023.0,Currituck County,935612070.0,DHL4B7MNUCF6,3701080.0,True,487273.0,79994.0,338260.0,337310.0,0.0,0.0,0.0,0.0,95387.0,0.0,63099.0,53626.0,27088.0,16895.0,False,True,True,False,9643.0,0.0,100.0,0.0,0.0,0.0,4032615.0,1025942.0,477452.0,1503394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45276.35,0.0,0.0,0.0,0.0,0.0,45276.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432175.66,282455.7,120914.71,0.0,0.0,0.0,4150.58,0.0,0.0,24654.67,0.0,537711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50990.65,0.0,0.0,0.0,0.0,0.0,50990.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486720.34,318104.3,136175.29,0.0,0.0,0.0,4674.42,0.0,0.0,27766.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96267.0,0.0,0.0,0.0,0.0,0.0,0.0,687601.0,83149.0,0.0,0.0,148146.0,1991510.0,10.0,85.0,5.0,0.0,0.0,537711.0,537710.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537711.0,0.0,,537711.0,0.133340524696754
280,2023.0,Dare County,100058395.0,CLZNJS6U6WD6,3700386.0,True,747039.0,123351.0,413126.0,362162.0,40403.0,136037.0,0.0,10400.0,119453.0,0.0,28871.0,78423.0,26560.0,43677.0,True,True,False,False,8186.0,0.0,100.0,0.0,0.0,0.0,5227460.0,1413792.0,77013.0,1490805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5986.04,4303.76,1442.0,0.0,0.0,0.0,0.0,0.0,0.0,240.28,8970.68,6360.76,2609.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62056.29,41701.08,17340.14,0.0,0.0,0.0,0.0,0.0,0.0,3015.07,0.0,1408882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109508.96,78733.24,26380.0,0.0,0.0,0.0,0.0,0.0,0.0,4395.72,164110.32,116364.24,47746.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1135262.71,762882.92,317221.86,0.0,0.0,0.0,0.0,0.0,0.0,55157.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173082.0,0.0,1139216.0,0.0,0.0,0.0,58102.0,2327773.0,0.0,88.0,0.0,12.0,0.0,1408882.0,1408881.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1408882.0,0.0,,1408882.0,0.269515596484717
29A,2023.0,Davidson Charter Academy Cfa,811117740.0,D9HKTY9J1LW6,3700422.0,True,50174.0,18000.0,32174.0,32174.0,0.0,0.0,0.0,0.0,12180.0,0.0,12180.0,5820.0,0.0,5820.0,True,True,True,True,0.0,,,,,,370152.0,165824.0,1.0,165825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.69,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26550.87,0.0,0.0,0.0,0.0,0.0,26550.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177776.13,140670.31,37105.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26551.0,0.0,0.0,0.0,0.0,0.0,0.0,177777.0,0.0,0.0,0.0,0.0,0.0,,,,,,204327.0,204327.0,0.0,0.0,0.0,26550.0,0.0,0.0,0.0,0.0,0.0,177777.0,0.0,0.0,0.0,0.0,,204327.0,0.552008364131492
290,2023.0,Davidson County,899010290.0,UURHEPCUDV74,3701140.0,True,2529458.0,490214.0,1376568.0,1281674.0,44308.0,480128.0,0.0,0.0,422302.0,0.0,269173.0,250460.0,0.0,176733.0,True,True,True,True,73727.0,0.0,0.0,0.0,0.0,100.0,29488001.0,8147672.0,9536036.0,17683708.0,766142.39,612974.65,54415.75,0.0,59678.7,0.0,39073.29,0.0,0.0,0.0,4004051.91,713015.31,158691.93,123585.61,0.0,0.0,3008676.37,0.0,0.0,82.69,171841.25,147796.49,24044.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4594000.45,3110545.74,546098.92,23753.52,0.0,0.0,13139.08,0.0,0.0,900463.19,0.0,3495286.0,280817.61,224676.35,19945.25,0.0,21874.3,0.0,14321.71,0.0,0.0,0.0,1467623.09,261344.69,58166.07,45298.39,0.0,0.0,1102783.63,0.0,0.0,30.31,62985.75,54172.51,8813.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1683859.55,1140122.26,200164.08,8706.48,0.0,0.0,4815.92,0.0,0.0,330050.81,212994.0,393273.0,254323.0,0.0,186369.0,0.0,1346.0,1062554.0,0.0,254291.0,73436.0,0.0,119480.0,3960569.0,0.0,0.0,0.0,0.0,234827.0,0.0,2702712.0,729261.0,0.0,742788.0,2103099.0,8309007.0,5.0,48.0,3.0,8.0,36.0,3495286.0,3495286.0,955499.0,0.0,0.0,1033203.0,0.0,0.0,0.0,0.0,0.0,390351.0,0.0,147699.0,70922.0,897612.0,,3495286.0,0.118532483771959
300,2023.0,Davie County,854407820.0,FMKHJF3STRG3,3701170.0,True,608085.0,48523.0,503856.0,458304.0,21113.0,0.0,0.0,0.0,0.0,0.0,0.0,104229.0,61548.0,27410.0,True,True,False,True,15271.0,0.0,90.0,0.0,10.0,0.0,8071706.0,1636386.0,2444352.0,4080738.0,1691749.62,0.0,0.0,1681503.58,0.0,0.0,10246.04,0.0,0.0,0.0,278688.96,111217.13,42951.53,5970.31,0.0,0.0,118549.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473913.42,284030.35,119625.3,0.0,0.0,68801.53,1456.24,0.0,0.0,0.0,0.0,1104072.0,764134.38,0.0,0.0,759506.42,0.0,0.0,4627.96,0.0,0.0,0.0,125879.04,50234.87,19400.47,2696.69,0.0,0.0,53547.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214058.58,128291.65,54032.7,0.0,0.0,31076.47,657.76,0.0,0.0,0.0,2455884.0,0.0,0.0,0.0,0.0,0.0,0.0,23388.0,16146.0,128232.0,65334.0,0.0,0.0,171468.0,0.0,0.0,0.0,0.0,0.0,0.0,508187.0,76817.0,0.0,0.0,102968.0,2886896.0,0.0,100.0,0.0,0.0,0.0,1104072.0,1104072.0,17567.0,0.0,0.0,20205.0,103750.0,14874.0,25967.0,0.0,0.0,77645.0,94256.0,0.0,582340.0,167468.0,,1104072.0,0.136782979954919
65Z,2023.0,Dc Virgo Prep Academy,400365840.0,L1GPHS96MUE1,3700429.0,True,10734.0,0.0,10734.0,10734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,912382.0,0.0,39230.0,39230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13792.41,9810.89,765.26,3216.26,0.0,0.0,0.0,0.0,0.0,0.0,10813.78,7557.67,3256.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14623.81,10858.43,3765.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52316.59,37214.11,2902.74,12199.74,0.0,0.0,0.0,0.0,0.0,0.0,41018.22,28667.33,12350.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55470.19,41187.57,14282.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16043.0,34650.0,15416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51832.0,0.0,70094.0,0.0,0.0,0.0,0.0,724347.0,0.0,47.0,8.0,45.0,0.0,148805.0,148805.0,0.0,0.0,0.0,0.0,0.0,0.0,15416.0,16043.0,37301.0,28213.0,0.0,51832.0,0.0,0.0,,148805.0,0.163095063252015
96C,2023.0,Dillard Academy,840278092.0,PEKKXJNP6973,3700074.0,True,31306.0,5451.0,19377.0,19377.0,0.0,0.0,0.0,0.0,8198.0,0.0,2608.0,3731.0,0.0,2843.0,False,False,False,True,888.0,0.0,0.0,0.0,0.0,100.0,1084465.0,63133.0,16868.0,80001.0,16765.0,0.0,0.0,0.0,1765.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,1004464.0,7.0,89.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
32T,2023.0,Discovery Charter School,117073983.0,TKDKGDSHAH43,3700418.0,True,64414.0,18604.0,21161.0,21161.0,0.0,11756.0,0.0,9838.0,15342.0,0.0,5212.0,16155.0,12600.0,3554.0,False,True,False,False,1.0,0.0,0.0,0.0,0.0,100.0,237037.0,77061.0,1.0,77062.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.69,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140523.0,96499.31,44023.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140524.0,0.0,0.0,0.0,0.0,19452.0,0.0,0.0,0.0,0.0,100.0,140523.0,140523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140523.0,0.0,0.0,0.0,0.0,,140523.0,0.592831498879922
93V,2023.0,Doral Academy,110126422.0,VKH6UMMYMXZ3,3700464.0,True,15174.0,0.0,13189.0,13189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1985.0,1985.0,0.0,,,,,0.0,,,,,,178588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114492.0,114492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114492.0,0.0,0.0,0.0,0.0,64096.0,0.0,100.0,0.0,0.0,0.0,114492.0,114492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114492.0,0.0,,114492.0,0.641095706318454
310,2023.0,Duplin County,755509880.0,C53KJ59ELGF3,3701200.0,True,1456301.0,332600.0,791460.0,669095.0,27576.0,231927.0,0.0,54975.0,223096.0,0.0,188162.0,209818.0,128672.0,61887.0,True,True,True,True,19259.0,0.0,98.0,1.0,1.0,0.0,26237894.0,4957470.0,7505980.0,12463450.0,1520540.89,212993.7,53544.43,0.0,1123716.39,0.0,59038.8,71247.57,0.0,0.0,880174.42,458697.77,92643.18,0.0,0.0,7748.82,321084.65,0.0,0.0,0.0,69449.37,48984.73,20464.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5035815.31,2498953.53,773923.24,102517.15,0.0,3924.28,291471.97,0.0,0.0,1365025.14,0.0,621087.0,125818.11,17624.3,4430.57,0.0,92982.61,0.0,4885.2,5895.43,0.0,0.0,72830.58,37955.23,7665.82,0.0,0.0,641.18,26568.35,0.0,0.0,0.0,5746.63,4053.27,1693.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416691.69,206777.47,64038.76,8482.85,0.0,324.72,24118.03,0.0,0.0,112949.86,1327474.0,84492.0,73359.0,0.0,161034.0,0.0,17774.0,44509.0,221829.0,215574.0,15958.0,0.0,90523.0,281320.0,0.0,65516.0,0.0,0.0,75195.0,0.0,3082971.0,153707.0,0.0,124307.0,2091525.0,13153357.0,21.0,11.0,2.0,66.0,0.0,621087.0,621087.01,464665.0,0.0,0.0,0.0,27576.0,0.0,0.0,0.0,0.0,0.0,55584.0,59390.0,11543.0,2329.0,,621087.0,0.0236713739296302
32B,2023.0,Durham Charter School,176284340.0,RZQMN9AVQMU8,3700023.0,True,38541.0,0.0,33372.0,33372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5169.0,0.0,0.0,,,,,5169.0,0.0,0.0,0.0,0.0,100.0,1698120.0,521699.0,1004658.0,1526357.0,72119.07,0.0,0.0,0.0,0.0,0.0,0.0,72119.07,0.0,0.0,90018.43,0.0,0.0,0.0,0.0,0.0,90018.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,842520.5,681523.73,52068.45,91039.89,0.0,0.0,17888.43,0.0,0.0,0.0,0.0,98878.0,7097.93,0.0,0.0,0.0,0.0,0.0,0.0,7097.93,0.0,0.0,8859.57,0.0,0.0,0.0,0.0,0.0,8859.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82920.5,67075.27,5124.55,8960.11,0.0,0.0,1760.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98878.0,0.0,0.0,0.0,0.0,0.0,0.0,825441.0,0.0,0.0,0.0,100000.0,72885.0,0.0,0.0,0.0,0.0,100.0,98878.0,98878.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98878.0,,98878.0,0.058227922643865
320,2023.0,Durham Public Sch,100058429.0,FMHJTNHK8MD4,3701260.0,True,4714823.0,887522.0,3106279.0,3012593.0,30947.0,0.0,0.0,0.0,718885.0,0.0,589278.0,889659.0,0.0,267297.0,True,True,True,True,622362.0,0.0,93.0,7.0,0.0,0.0,104746985.0,17257945.0,20369823.0,37627768.0,3800590.68,1284650.14,105122.09,188097.34,1320815.67,0.0,845021.97,56883.47,0.0,0.0,5820637.35,2251187.71,593773.55,462525.17,0.0,0.0,2513150.92,0.0,0.0,0.0,863556.03,655774.92,207781.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9885038.95,7193311.65,1307900.15,137972.5,0.0,21258.69,666834.7,0.0,0.0,557761.26,0.0,5019284.0,936495.32,316547.86,25902.91,46348.66,325459.33,0.0,208220.03,14016.53,0.0,0.0,1434250.65,554710.29,146310.45,113969.83,0.0,0.0,619260.08,0.0,0.0,0.0,212786.97,161588.08,51198.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2435751.05,1772488.35,322276.85,33997.5,0.0,5238.31,164313.3,0.0,0.0,137436.74,1784740.0,452174.0,1904760.0,0.0,595412.0,0.0,607574.0,904111.0,75135.0,1435939.0,866660.0,1615.0,232645.0,2917726.0,0.0,213484.0,0.0,0.0,1076343.0,0.0,7997563.0,1520581.0,0.0,238149.0,2564496.0,62099933.0,41.0,33.0,5.0,21.0,0.0,5019284.0,5019283.99,0.0,0.0,0.0,1309277.0,0.0,0.0,0.0,7985.0,22927.0,3606566.0,0.0,0.0,72529.0,0.0,,5019284.0,0.0479181715826952
